paper_table,model,asset,metric,paper_value,reproduced_value,reproduction_scope,current_public_response_verification,paper_result_credit,native_flag_trader_result_credit,status
Table 2,Palmyra-Fin-70B,BTC,SR,-1.212,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Palmyra-Fin-70B,BTC,AV_pct,20.036,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Palmyra-Fin-70B,BTC,MDD_pct,27.782,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,HON,CR_pct,13.162,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,HON,SR,0.776,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,HON,AV_pct,28.511,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,HON,MDD_pct,11.558,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,TSLA,CR_pct,34.499,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,TSLA,SR,0.796,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,TSLA,AV_pct,72.822,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,TSLA,MDD_pct,35.490,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,BTC,CR_pct,34.060,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,BTC,SR,1.114,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,BTC,AV_pct,35.846,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-o1-preview,BTC,MDD_pct,17.075,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,HON,CR_pct,34.342,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,HON,SR,2.005,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,HON,AV_pct,28.779,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,HON,MDD_pct,9.195,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,TSLA,CR_pct,45.246,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,TSLA,SR,1.190,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,TSLA,AV_pct,63.896,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,TSLA,MDD_pct,25.031,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,BTC,CR_pct,22.396,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,BTC,SR,0.828,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,BTC,AV_pct,31.699,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4,BTC,MDD_pct,17.206,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,HON,CR_pct,38.540,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,HON,SR,2.418,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,HON,AV_pct,26.782,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,HON,MDD_pct,8.979,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,TSLA,CR_pct,45.946,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,TSLA,SR,1.348,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,TSLA,AV_pct,57.281,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,TSLA,MDD_pct,21.631,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,BTC,CR_pct,14.330,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,BTC,SR,0.532,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,BTC,AV_pct,31.304,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,GPT-4o,BTC,MDD_pct,17.278,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,HON,CR_pct,34.309,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,HON,SR,2.000,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,HON,AV_pct,28.779,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,HON,MDD_pct,9.292,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,TSLA,CR_pct,39.112,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,TSLA,SR,1.075,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,TSLA,AV_pct,61.136,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,TSLA,MDD_pct,26.985,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,BTC,CR_pct,0.549,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,BTC,SR,0.325,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,BTC,AV_pct,1.979,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-72B-Instruct,BTC,MDD_pct,0.897,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,HON,CR_pct,43.944,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,HON,SR,2.646,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,HON,AV_pct,27.903,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,HON,MDD_pct,8.993,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,TSLA,CR_pct,37.545,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,TSLA,SR,0.891,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,TSLA,AV_pct,70.815,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,TSLA,MDD_pct,29.813,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,BTC,CR_pct,20.440,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,BTC,SR,0.758,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,BTC,AV_pct,31.604,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-70B-Instruct,BTC,MDD_pct,17.813,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,HON,CR_pct,32.536,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,HON,SR,1.909,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,HON,AV_pct,28.628,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,HON,MDD_pct,10.782,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,TSLA,CR_pct,35.647,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,TSLA,SR,0.885,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,TSLA,AV_pct,67.660,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,TSLA,MDD_pct,33.359,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,BTC,CR_pct,28.307,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,BTC,SR,0.891,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,BTC,AV_pct,37.219,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-67B-Chat,BTC,MDD_pct,17.944,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,HON,CR_pct,30.743,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,HON,SR,1.823,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,HON,AV_pct,28.335,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,HON,MDD_pct,9.195,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,TSLA,CR_pct,35.364,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,TSLA,SR,0.808,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,TSLA,AV_pct,73.561,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,TSLA,MDD_pct,35.490,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,BTC,CR_pct,13.620,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,BTC,SR,0.434,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,BTC,AV_pct,36.778,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-34B-Chat,BTC,MDD_pct,22.790,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,HON,CR_pct,26.332,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,HON,SR,1.980,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,HON,AV_pct,22.348,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,HON,MDD_pct,5.261,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,TSLA,CR_pct,21.336,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,TSLA,SR,0.729,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,TSLA,AV_pct,49.157,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,TSLA,MDD_pct,20.704,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,BTC,CR_pct,11.566,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,BTC,SR,0.869,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,BTC,AV_pct,15.608,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen2.5-32B-Instruct,BTC,MDD_pct,7.984,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),HON,CR_pct,16.686,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),HON,SR,0.974,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),HON,AV_pct,28.771,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),HON,MDD_pct,16.806,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),TSLA,CR_pct,31.458,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),TSLA,SR,0.744,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),TSLA,AV_pct,68.524,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),TSLA,MDD_pct,35.404,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),BTC,CR_pct,4.804,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),BTC,SR,0.153,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),BTC,AV_pct,36.846,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,DeepSeek-V2-Lite (15.7B),BTC,MDD_pct,20.562,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,HON,CR_pct,29.028,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,HON,SR,1.700,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,HON,AV_pct,28.682,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,HON,MDD_pct,12.588,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,TSLA,CR_pct,31.350,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,TSLA,SR,0.703,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,TSLA,AV_pct,74.895,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,TSLA,MDD_pct,37.975,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,BTC,CR_pct,7.953,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,BTC,SR,0.253,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,BTC,AV_pct,36.799,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Yi-1.5-9B-Chat,BTC,MDD_pct,26.545,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,HON,CR_pct,39.079,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,HON,SR,2.320,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,HON,AV_pct,28.299,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,HON,MDD_pct,10.341,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,TSLA,CR_pct,35.622,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,TSLA,SR,0.832,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,TSLA,AV_pct,71.936,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,TSLA,MDD_pct,36.383,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,BTC,CR_pct,20.521,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,BTC,SR,0.646,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,BTC,AV_pct,37.240,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Llama-3.1-8B-Instruct,BTC,MDD_pct,21.104,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,HON,CR_pct,4.291,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,HON,SR,0.285,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,HON,AV_pct,24.933,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,HON,MDD_pct,14.156,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,TSLA,CR_pct,41.203,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,TSLA,SR,0.925,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,TSLA,AV_pct,74.862,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,TSLA,MDD_pct,37.975,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,BTC,CR_pct,19.477,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,BTC,SR,0.612,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,BTC,AV_pct,37.289,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Qwen-2.5-Instruct-7B,BTC,MDD_pct,20.796,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,HON,CR_pct,34.342,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,HON,SR,2.429,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,HON,AV_pct,23.913,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,HON,MDD_pct,10.872,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,TSLA,CR_pct,50.394,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,TSLA,SR,1.362,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,TSLA,AV_pct,64.004,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,TSLA,MDD_pct,37.975,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,BTC,CR_pct,45.511,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,BTC,SR,1.734,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,BTC,AV_pct,30.903,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,SmolLM2-135M-Instruct,BTC,MDD_pct,24.440,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
