milestone_id,canonical_work_id,title,system_ids,status,common_evidence_class,common_jkp_evaluated,original_system_end_to_end_reproduced,prior_evidence_route,primary_cost_bps_one_way,full_months,full_cagr,full_annualized_sharpe,full_maximum_drawdown,average_traded_notional,jkp_excess_measure,jkp_excess_annualized,jkp_excess_t_hac,jkp_excess_p_two_sided,jkp_excess_ci_low_annualized,jkp_excess_ci_high_annualized,holm_rank_among_evaluable,holm_family_size,holm_adjusted_p,holm_reject_5pct,recipe_path,implementation_path,run_manifest_path,monthly_returns_path,metrics_path,verdict_path,evaluated_scope,closure_reason
M036,CensusArxiv251007920,Profit Mirage: Revisiting Information Leakage in LLM-based Financial Agents,SYS-FACTFIN; SYS-FINLAKE-BENCH,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M036_factfin/recipe.json,,,,,paper_runs/us_jkp_headline/M036_factfin/verdict.md,"No common-task return: FinLake/FinLeak is an out-of-scope leakage QA benchmark; in-scope FactFin requires an unreleased RAG/SCG/MCTS/counterfactual search to identify final executable code C*, and no generated strategy, execution contract, trades, or path is public.","The named components and two MCTS settings do not identify a policy. Strategy language, prompts, retrieval state, search grammar/evaluator, counterfactual generators/weights, code, inputs, positions, timing, costs and result lineage are missing, so a JKP run would be a new research system."
M037,CensusArxiv251015949,ATLAS: Adaptive Trading with LLM AgentS Through Dynamic Prompt Optimization and Multi-Agent Coordination,SYS-ATLAS,closed_not_evaluable,not_evaluable,False,False,public_code_available,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M037_atlas/recipe.json,,,,,paper_runs/us_jkp_headline/M037_atlas/verdict.md,"No common-task return: ATLAS is the daily analyst/CTA system with five-day Adaptive-OPRO prompt updates, but only the StockSim precursor is public; the ATLAS prompts, optimizer, histories, configs, data, seeds, orders and paths are absent.","The defining policy is an evolving instruction prompt, yet neither its initial state nor update mechanism/trajectory and resulting orders are released. The recovered XOM output has no ATLAS identifier and matches no paper mean, so a monthly JKP run would require inventing the policy."
M038,CensusArxiv251023032,P1GPT: a multi-agent LLM workflow module for multi-modal financial information analysis,SYS-P1GPT,closed_not_evaluable,not_evaluable,False,False,public_code_available,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M038_p1gpt/recipe.json,,,,,paper_runs/us_jkp_headline/M038_p1gpt/verdict.md,"No common-task return: P1GPT's layered daily Buy/Sell/Hold workflow depends on unreleased agents, prompts, multimodal inputs, fusion and private model/database services; author-rendered positions verify outputs but do not define a transferable policy.","The only attributable code is a client for a private backend. No decision-generating implementation exists, the recovered positions cover only three 2025 assets, and one report contains future product information, so a 1999-2024 JKP policy cannot be formed or trusted."
M039,CensusArxiv251027251,FinPos: A Position-Aware Trading Agent System for Real Financial Markets,SYS-FIN-POS,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M039_finpos/recipe.json,,,,,paper_runs/us_jkp_headline/M039_finpos/verdict.md,"No common-task return: FinPos's position accounting and future multi-timescale reward are executable paper-derived components, but the test-time Direction and Quantity/Risk Agents, memory, valid prompts, sizing conversion, inputs, trades and account path are unreleased.","The paper defines how a chosen carried position earns return and receives training feedback but not a causal mapping from observable state to direction and dimensionally valid quantity. Without the agents, memory and execution/accounting contract, no monthly JKP policy exists."
M040,CensusArxiv251112599,FINRS: A Risk-Sensitive Trading Framework for Real Financial Markets,SYS-FIN-RS,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M040_finrs/recipe.json,,,,,paper_runs/us_jkp_headline/M040_finrs/verdict.md,"No common-task return: FinRS's claimed risk-sensitive direction/sizing policy names scaled Kelly, CVaR and volatility adjustment without defining them; its only executable equations are FinPos-v1 training/state components and 216/225 displayed cells are exact FinPos reuse.","No causal direction/quantity mapping exists: all novel risk-sizing mechanics, prompts, memory, provider state, execution/accounting and outputs are absent. Shared equations do not choose trades and the near-total result reuse is not independent evidence."
M041,CensusArxiv251118850,Cognitive Alpha Mining via LLM-Driven Code-Based Evolution,SYS-COG-ALPHA,completed_partial,central_partial_adaptation,True,False,public_code_available,10.0,305,-0.0402902459885383,-0.2807967376845891,-0.6874126927683348,1.629916064239653,rolling_jkp_residual_mean,-0.0156393475572962,-0.894721111087728,0.370936190549776,-0.04989869113838153,0.01861999602378913,8,69,1.0,False,paper_runs/us_jkp_headline/M041_cogalpha/recipe.json,scripts/run_cogalpha_evolved_factor_milestone.py,paper_runs/us_jkp_headline/M041_cogalpha/run_manifest.json,paper_runs/us_jkp_headline/M041_cogalpha/primary_monthly_returns.csv,paper_runs/us_jkp_headline/M041_cogalpha/metrics.csv,paper_runs/us_jkp_headline/M041_cogalpha/verdict.md,"Paper-showcased final evolved liquidity-impact factor; monthly abs(ret)*abs(prc)/dolvol adapter, positive paper direction, top-1,000 U.S. common value-weighted deciles, costs, missing-return sensitivity and rolling JKP133 attribution.","The source-anchored factor produced a complete 305-month path. At 10 bp it loses 4.03% CAGR with -0.281 Sharpe and -68.74% drawdown; the -1.56% annual JKP residual is insignificant (HAC t=-0.895, p=0.3709)."
M042,CensusArxiv251223515,Alpha-R1: Alpha Screening with LLM Reasoning via Reinforcement Learning,SYS-ALPHA-R1,closed_not_evaluable,not_evaluable,False,False,public_code_available,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M042_alpha_r1/recipe.json,,,,,paper_runs/us_jkp_headline/M042_alpha_r1/verdict.md,"No common-task return: Alpha-R1 is a trained semantic factor gate over an unreleased 82/40-factor zoo and fixed betas; its checkpoint, profiles, states, prompts, reward/training settings, selections, data, fills and paths are absent.","No factor list, beta vector, semantic state/profile or trained policy exists to generate stock scores. The official repository still contains one README marking code and weights Coming Soon, directly conflicting with the paper's availability claim."
M043,CensusArxiv260207085,QuantaAlpha: An Evolutionary Framework for LLM-Driven Alpha Mining,SYS-QUANTA-ALPHA,completed_partial,central_partial_adaptation,True,False,public_code_available,10.0,305,0.0138473508607244,0.1855252271714902,-0.3734324098270428,0.140114402648271,rolling_jkp_residual_mean,0.0179686487000437,0.8466701962569573,0.3971789753750115,-0.023627127859274052,0.05956442525936145,10,69,1.0,False,paper_runs/us_jkp_headline/M043_quantaalpha/recipe.json,scripts/run_quantaalpha_factor_pool_milestone.py,paper_runs/us_jkp_headline/M043_quantaalpha/run_manifest.json,paper_runs/us_jkp_headline/M043_quantaalpha/primary_monthly_returns.csv,paper_runs/us_jkp_headline/M043_quantaalpha/metrics.csv,paper_runs/us_jkp_headline/M043_quantaalpha/verdict.md,"The strongest executable author-attributed historical GPT pool: all 150 recovered QuantaAlpha expressions plus the released Alpha158(20) seed set, one causal fixed LightGBM fit, and monthly Top-50/drop-5 portfolio. The unreleased v3 pool and original LLM mining run are not claimed.","The complete historical source pool produced a 305-month accounting path with 233 scored out-of-sample months. At 10 bp one-way costs the active CAGR is 1.38%, Sharpe 0.186, maximum drawdown -37.34%, and JKP133 residual 1.80% annually (HAC t=0.847, p=0.397); it is a central partial because the v3 headline pool is absent."
M044,CensusArxiv260214670,FactorMiner: A Self-Evolving Agent with Skills and Experience Memory for Financial Alpha Discovery,SYS-FACTOR-MINER,completed_partial,central_partial_adaptation,True,False,paper_only_underspecified,10.0,305,-0.0383602443177104,-0.2782548510501758,-0.6739652553587584,3.061326228751711,rolling_jkp_residual_mean,-0.0235579738002433,-0.9142880233010424,0.3605655221302867,-0.07405932460051723,0.02694337700003063,6,69,1.0,False,paper_runs/us_jkp_headline/M044_factorminer/recipe.json,scripts/run_factorminer_top40_milestone.py,paper_runs/us_jkp_headline/M044_factorminer/run_manifest.json,paper_runs/us_jkp_headline/M044_factorminer/primary_monthly_returns.csv,paper_runs/us_jkp_headline/M044_factorminer/metrics.csv,paper_runs/us_jkp_headline/M044_factorminer/verdict.md,"All 110 formulas in the current v2 paper, a fixed first-12-month Top-40 absolute-IC selection with signed IC weights, and the common monthly U.S. top-1,000 value-weighted decile portfolio. Formula semantics use a pinned independent interpreter because no author-native runtime is released.","The complete v2 formula library and central IC-weighted combination produced a 305-month path with 293 out-of-sample months. Zero-cost CAGR is -0.23%; at 10 bp one-way, 3.06 monthly traded notional drives CAGR to -3.84%, Sharpe -0.278, drawdown -67.40%, and JKP133 residual -2.36% annually (HAC t=-0.914, p=0.361)."
M045,CensusArxiv260219919,Janus-Q: End-to-End Event-Driven Trading via Hierarchical-Gated Reward Modeling,SYS-JANUS-Q,closed_not_evaluable,not_evaluable,False,False,public_code_available,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M045_janus_q/recipe.json,,,,,paper_runs/us_jkp_headline/M045_janus_q/verdict.md,No common-task return: the central policy is an unreleased SFT+GRPO language model over point-in-time news. Released Chinese event labels are deterministic functions of future CAR and cannot be replayed causally; JKP has no event-text input.,"The current v2 paper and fresh repository-head check expose no checkpoint, model identity, inference/training code, selected reward parameters, predictions, orders, or portfolio engine. The one plausible released-data shortcut is direct lookahead, and JKP cannot supply the defining news/event state."
M046,CensusArxiv260316365,FactorEngine: A Program-level Knowledge-Infused Factor Mining Framework for Quantitative Investment,SYS-FACTOR-ENGINE,completed_partial,central_partial_adaptation,True,False,paper_only_underspecified,10.0,305,-0.0366979371580024,-0.1550999972482473,-0.695714373735833,2.346326322303297,rolling_jkp_residual_mean,-0.0166835780045249,-0.7030442600992597,0.4820281672330727,-0.06319446484046445,0.029827308831414656,12,69,1.0,False,paper_runs/us_jkp_headline/M046_factorengine/recipe.json,scripts/run_factorengine_evolved_factor_milestone.py,paper_runs/us_jkp_headline/M046_factorengine/run_manifest.json,paper_runs/us_jkp_headline/M046_factorengine/primary_monthly_returns.csv,paper_runs/us_jkp_headline/M046_factorengine/metrics.csv,paper_runs/us_jkp_headline/M046_factorengine/verdict.md,"The representative factor printed after 40 FactorEngine evolution iterations, with its sole omitted high-minus-low range restored, source default weights and smoothing retained, and common monthly U.S. top-1,000 value-weighted deciles.","The strongest concrete evolved program produced a complete 305-month path. Zero-cost CAGR is -0.91%; at 10 bp one-way, CAGR is -3.67%, Sharpe -0.155, drawdown -69.57%, and JKP133 residual -1.67% annually (HAC t=-0.703, p=0.482), with 2.35 monthly traded notional."
M047,CensusArxiv260317692,Can Blindfolded LLMs Still Trade? An Anonymization-First Framework for Portfolio Optimization,SYS-BLIND-TRADE,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M047_blindtrade/recipe.json,,,,,paper_runs/us_jkp_headline/M047_blindtrade/verdict.md,"No common-task return: BlindTrade is a trained four-agent Gemini/SemGAT/PPO-DSR policy over unavailable point-in-time anonymized headlines and unreleased feature, graph, checkpoint, prediction, and holding artifacts. RAW Top-20 is a baseline, not a transferable BlindTrade partial.","The current paper promises rather than exposes the input/output feature dataset, and a fresh exact repository/code search found no attributable release. JKP lacks news/reasoning/graph state, while reconstructing the central policy requires unavailable model calls, GNN/RL weights and roughly 1.22 million agent-stock evaluations."
M048,CensusArxiv260320247,AlphaLogics: A Market Logic-Driven Multi-Agent System for Scalable and Interpretable Alpha Factor Generation,SYS-ALPHA-LOGICS,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M048_alphalogics/recipe.json,,,,,paper_runs/us_jkp_headline/M048_alphalogics/verdict.md,"No common-task return: the paper releases no AlphaLogics-generated factor expression, logic library/compiler output, selected factor pool, fitted model, prediction, or holding. Alpha101/191/158/360 are seeds/baselines, and independent component code has no native lineage.","The v1 paper remains the current source and a fresh exact GitHub search found no attributable release. JKP can evaluate disclosed formulas but cannot infer the missing market-logic library, compiler output, objective, evolved factors, or LightGBM model; no central partial signal is identifiable."
M049,CensusArxiv260322567,TrustTrade: Human-Inspired Selective Consensus Reduces Decision Uncertainty in LLM Trading Agents,SYS-TRUST-TRADE,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M049_trusttrade/recipe.json,,,,,paper_runs/us_jkp_headline/M049_trusttrade/verdict.md,"No common-task return: the selective-consensus, temporal-scoring, trader/risk-manager, and reflective-memory policy is underidentified and has no public decisions. Recovered three-stock interfaces implement only the human-study widget and contain temporally contaminated inputs.","Consensus models/parameters, temporal score/action rules, reflection/memory implementation, participant outputs, 2026 traces, costs, fills and NAVs are missing. JKP cannot infer these stateful text/decision components, and 68/183 recovered nominal-2024 interface days contain explicit later-year references."
M050,CensusArxiv260323300,Designing Agentic AI-Based Screening for Portfolio Investment,SYS-AGENTIC-AI-SCREENING,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M050_agentic_screening/recipe.json,,,,,paper_runs/us_jkp_headline/M050_agentic_screening/verdict.md,"No common-task return: the central LLM-S plus FinBERT monthly screen lacks annual rules, checkpoint/scores, dated ensemble sets, and fitted portfolio artifacts. The linked news file and one-date prompt are components only; the later implementation replaces the method.","The current v2 source still has no author implementation or complete annual prompt/output set. One linked news input cannot reconstruct FinBERT scores or the fundamental/IBES screen, and all covariance/model/weight/return outputs are absent; no central partial portfolio is identifiable without replacing the method."
M051,CensusArxiv260409601,"Hubble: An LLM-Driven Agentic Framework for Safe, Diverse, and Reproducible Alpha Factor Discovery",SYS-HUBBLE,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M051_hubble/recipe.json,,,,,paper_runs/us_jkp_headline/M051_hubble/verdict.md,"No common-task return: v2 intentionally withholds the five selected factor formulas and hyperparameters, while no runtime, candidate/selection artifacts, universe/data snapshot, factor values, or raw diagnostics are public. Family labels cannot identify a score.","The current v2 paper withholds the exact range/volatility/trend formulas and a fresh exact search found no author release. JKP can evaluate formulas but cannot infer them from families; the local AST fixture has no candidate identity or result lineage, so no defensible central partial exists."
M052,CensusArxiv260417327,Signal or Noise in Multi-Agent LLM-based Stock Recommendations?,SYS-MARKET-SENSE-AI,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M052_marketsenseai/recipe.json,,,,,paper_runs/us_jkp_headline/M052_marketsenseai/verdict.md,"No common-task return: the central equal-weight monthly strong-buy portfolio is identifiable in form but none of the 12,163 stock-date recommendations, cohort tickers, agent/synthesis texts, embeddings, or dated selected sets is public. Aggregate counts cannot reconstruct holdings.",The paper specifies monthly strong-buy equal weighting but omits every security-date label and cohort identity needed to form it. A fresh search found no author release; the new same-day repository explicitly says not implemented. JKP cannot infer deployed LLM decisions from aggregate counts.
M053,CensusArxiv260505580,AlphaCrafter: Harnessing Multi-Agent Workflows for Cross-Sectional Quantitative Trading,SYS-ALPHA-CRAFTER,closed_not_evaluable,not_evaluable,False,False,public_code_available,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M053_alphacrafter/recipe.json,,,,,paper_runs/us_jkp_headline/M053_alphacrafter/verdict.md,"No common-task return: the substantive attributable release executes exchange, fee, and metric components, but it releases no paper stock/news inputs, selected factor pool, model outputs, actions, holdings, or result arrays; the default launcher is internally broken and misroutes the U.S. path.","The current source remains at the fully audited head with no tags/releases or result artifacts. Components cannot produce a security score without the missing generated factor pool and stateful trader outputs, while choosing a generic JKP factor would replace the central multi-agent workflow."
M054,CensusArxiv260506024,Strat-LLM: Stratified Strategy Alignment for LLM-based Stock Trading with Real-time Multi-Source Signals,SYS-STRAT-LLM,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M054_stratllm/recipe.json,,,,,paper_runs/us_jkp_headline/M054_stratllm/verdict.md,"No common-task return: the central multi-source LLM alignment policy has no attributable code, exact prompts, frozen inputs, complete S1-S4 rules, model requests/responses, actions, holdings, or broker/result arrays. One 3-day-high clause and a synthetic T+1 check do not define the strategy.","The advertised project remains 404 and fresh exact repository searches found no native release. The paper does not preselect a universal model/mode, its four strategy motifs are operationally incomplete, and JKP cannot recreate the missing real-time multi-source LLM actions without replacing the headline mechanism."
M055,CensusArxiv260506822,SHARP: A Self-Evolving Human-Auditable Rubric Policy for Financial Trading Agents,SYS-SHARP,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M055_sharp/recipe.json,,,,,paper_runs/us_jkp_headline/M055_sharp/verdict.md,"No common-task return: seven paper-derived mechanics execute on synthetic fixtures, but no complete evolved rubric, base LLM score, prompt/call record, point-in-time input, or action/holding ledger is released. The printed initial rules only adjust a missing model prediction.","The cited dataset endpoint remains 404 and fresh exact searches found no attributable implementation. JKP cannot instantiate the missing daily news-conditioned LLM prediction or attribution/evolution loop, and the disclosed mechanics alone do not identify a monthly security score."
M056,CensusArxiv260515412,From Feedback Loops to Policy Updates: Reinforcement Fine-Tuning for LLM-Based Alpha Factor Discovery,SYS-QUANT-EVOLVER,completed_partial,central_partial_adaptation,True,False,public_code_available,10.0,305,-0.0079674408574349,0.0561761870799874,-0.7378985961144163,0.7781383123077067,rolling_jkp_residual_mean,-0.0069948000955528,-0.2269575035998449,0.8204567871047782,-0.0674006295961828,0.0534110294050772,16,69,1.0,False,paper_runs/us_jkp_headline/M056_quantevolver/recipe.json,scripts/run_quantevolver_headline.py,paper_runs/us_jkp_headline/M056_quantevolver/run_manifest.json,paper_runs/us_jkp_headline/M056_quantevolver/primary_monthly_returns.csv,paper_runs/us_jkp_headline/M056_quantevolver/metrics.csv,paper_runs/us_jkp_headline/M056_quantevolver/verdict.md,"The first valid author-released seed, return_sharpe_60, preserves its complete DSL operator tree and positive risk-adjusted momentum direction on 60 monthly close-return bars, then uses the common U.S. top-1,000 value-weighted decile portfolio, costs, missing-return policies, and JKP133 attribution. This is not the withheld RFT miner or paper result.","The strongest attributable executable partial produced a complete 305-month common-benchmark path. At 10 bp one-way costs its CAGR is -0.80%, Sharpe 0.056, maximum drawdown -73.79%, and rolling JKP133 residual mean -0.70% annually (HAC t=-0.227, p=0.8205)."
M057,CensusArxiv260523007,MadEvolve: Evolutionary Optimization of Trading Systems with Large Language Models,SYS-MAD-EVOLVE,closed_not_evaluable,not_evaluable,False,False,public_code_available,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M057_madevolve/recipe.json,,,,,paper_runs/us_jkp_headline/M057_madevolve/verdict.md,"No common-task return: the first-party release provides general evolutionary infrastructure and five passing component fixtures, but no trading code, paper configuration, candidate program, evolved system, market data, actions, holdings, or result arrays. Appendix pseudocode is incomplete and not the headline output.","The repository remains at the fully audited head with no trading payload, tags, or releases. Because the object MadEvolve optimizes is unreleased trading-system code with limit-order execution, no monthly U.S./JKP score can be formed without designing a different system."
M058,CensusArxiv260608283,Macro Economists in the Machine: A Multi-Agent LLM Framework for Commodity-Related ETF Portfolio Construction,SYS-MACRO-ECONOMISTS-MACHINE,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M058_macro_machine/recipe.json,,,,,paper_runs/us_jkp_headline/M058_macro_machine/verdict.md,"No common-task return: 22 paper-derived ETF allocation mechanics pass controlled checks, but the weekly data, LLM contracts, debate outputs, core risk-control projection, weights, and returns are unavailable. The paper defines no transfer from its 15 ETFs to individual U.S. stocks or JKP scores.","The paper provides no implementation/artifact URL and fresh exact searches found no release. Missing LLM probabilities and portfolio projection prevent the native ETF weights, while converting the method into a JKP stock score would change both its assets and central multi-agent mechanism."
M059,CensusArxiv260620625,AlphaMemo: Structured Search-Process Memory for Self-Evolving Alpha Mining Agents,SYS-ALPHA-MEMO,completed_partial,central_partial_adaptation,True,False,public_code_available,10.0,305,-0.0087651115129094,-0.0022356764447626,-0.5609188431489667,0.6270267610622732,rolling_jkp_residual_mean,0.021994417390842,0.8554688327957661,0.3922916515944743,-0.028396975368739,0.0723858101504232,9,69,1.0,False,paper_runs/us_jkp_headline/M059_alphamemo/recipe.json,scripts/run_alphamemo_headline.py,paper_runs/us_jkp_headline/M059_alphamemo/run_manifest.json,paper_runs/us_jkp_headline/M059_alphamemo/primary_monthly_returns.csv,paper_runs/us_jkp_headline/M059_alphamemo/metrics.csv,paper_runs/us_jkp_headline/M059_alphamemo/verdict.md,"The first paper-listed representative evolved factor, SSPM_000, preserves its complete nested price-volume formula and literal printed orientation on monthly JKP bars, then uses the common U.S. top-1,000 value-weighted decile portfolio, costs, missing-return policies, and JKP133 attribution. This is not the withheld memory-guided search or fused strategy.","The strongest attributable evolved-factor partial produced a complete 305-month common-benchmark path. At 10 bp one-way costs its CAGR is -0.88%, Sharpe -0.002, maximum drawdown -56.09%, and rolling JKP133 residual mean 2.20% annually (HAC t=0.855, p=0.3923)."
M060,CensusArxiv260622385,MetaPS: Adaptive Programmatic Strategy Selection for Market Agents,SYS-METAPS,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M060_metaps/recipe.json,,,,,paper_runs/us_jkp_headline/M060_metaps/verdict.md,"No common-task return: 12 paper-derived compact-strategy and label mechanics pass controlled checks, but no rankings, rollouts, SFT records, trained checkpoint, model outputs, size mapping, actions, holdings, or returns are released. A library momentum branch is not the adaptive selector.","Fresh exact searches found no attributable release, and isolated snippets cannot identify the trained program-selection policy. The price-only branch changes both selection and execution under a JKP decile port, while the printed volatility breakout is unreachable without repair."
M061,CensusArxiv260629194,AI Trading's Alpha Singularity: Emergent Market Reasoning through Agent-to-Agent Self-Evolution,SYS-AGORA,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M061_agora/recipe.json,,,,,paper_runs/us_jkp_headline/M061_agora/verdict.md,"No common-task return: two complete paper metric programs execute, but they score supplied outputs rather than generate a security signal. The claimed release, 94 alpha programs, top-30 pool, registries, PPO checkpoint/actions, holdings, and returns are unavailable.","Fresh exact searches still find no release despite contradictory release claims. JKP cannot instantiate the missing AlphaGen pool or trained PPO relay, and the executable metric components provide no score or action for a monthly portfolio."
M062,CensusArxiv260708332,XALPHA: A Memory-Driven AI Quant Researcher for Hypothesis-to-Code Alpha Discovery,SYS-XALPHA,completed_partial,central_partial_adaptation,True,False,paper_only_underspecified,10.0,305,-0.0170796607040357,-0.0026638564420997,-0.6929476476921295,0.4634133710875391,rolling_jkp_residual_mean,0.0384046607424113,1.0287727882852846,0.3035864566417675,-0.0347618856036145,0.1115712070884372,4,69,1.0,False,paper_runs/us_jkp_headline/M062_xalpha/recipe.json,scripts/run_xalpha_headline.py,paper_runs/us_jkp_headline/M062_xalpha/run_manifest.json,paper_runs/us_jkp_headline/M062_xalpha/primary_monthly_returns.csv,paper_runs/us_jkp_headline/M062_xalpha/metrics.csv,paper_runs/us_jkp_headline/M062_xalpha/verdict.md,"The main-text representative elite overshoot-pressure factor preserves its complete program and paper-reported positive IC direction on monthly JKP close bars, then uses the common U.S. top-1,000 value-weighted decile portfolio, costs, missing-return policies, and JKP133 attribution. This is not the memory-driven search or fused strategy.","The strongest attributable elite-factor partial produced a complete 305-month common-benchmark path. At 10 bp one-way costs its CAGR is -1.71%, Sharpe -0.003, maximum drawdown -69.29%, and rolling JKP133 residual mean 3.84% annually (HAC t=1.029, p=0.3036)."
M063,CensusArxiv260712233,Fin-Analyst at FinMMEval 2026 Task 3: A Live Hybrid Trading Agent with LLM Specialists and Rule-Based Signals,SYS-FIN-ANALYST,closed_not_evaluable,not_evaluable,False,False,public_code_available,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M063_fin_analyst/recipe.json,,,,,paper_runs/us_jkp_headline/M063_fin_analyst/verdict.md,"No common-task return: 97 official TSLA/BTC decisions and 33 paper cells have strong replay/scorer lineage, but they are historical two-asset outputs rather than a causal rule for generating monthly top-1,000 U.S. stock scores. The hybrid model/text/vote state is unavailable for the common history.","Current public surfaces remain unchanged. JKP cannot recreate asset-specific LLM/text/sentiment votes or infer decisions for other securities, and mapping two-asset output replay or generic momentum to the common universe would replace the hybrid policy."
M064,CensusArxiv260726642,AlphaSchema: Exploring the Space of Trading Semantics for LLM-Based Alpha Mining,SYS-ALPHA-SCHEMA,completed_partial,central_partial_adaptation,True,False,public_code_available,10.0,305,0.0069737313142139,0.127093055138205,-0.6262627401132678,1.1694349822268229,rolling_jkp_residual_mean,0.0187924959767,0.627313384656212,0.5304538314694358,-0.0399223604170168,0.077507352370417,13,69,1.0,False,paper_runs/us_jkp_headline/M064_alphaschema/recipe.json,scripts/run_alphaschema_headline.py,paper_runs/us_jkp_headline/M064_alphaschema/run_manifest.json,paper_runs/us_jkp_headline/M064_alphaschema/primary_monthly_returns.csv,paper_runs/us_jkp_headline/M064_alphaschema/metrics.csv,paper_runs/us_jkp_headline/M064_alphaschema/verdict.md,"The paper's complete example schema-realized factor preserves its source plan, best period 20, positive Rank-IC direction, price-volume synergy, reference distance, cooldown, and event-memory semantics on monthly JKP bars, then uses the common U.S. top-1,000 value-weighted decile portfolio, costs, missingness, and JKP133 attribution.","The strongest source-selected executable factor produced a complete 305-month common-benchmark path. At 10 bp one-way costs its CAGR is 0.70%, Sharpe 0.127, maximum drawdown -62.63%, and rolling JKP133 residual mean 1.88% annually (HAC t=0.627, p=0.5305)."
M065,CensusDOI10114537682923770377,FactorMAD: A Multi-Agent Debate Framework Based on Large Language Models for Interpretable Stock Alpha Factor Mining,SYS-FACTOR-MAD,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M065_factormad/recipe.json,,,,,paper_runs/us_jkp_headline/M065_factormad/verdict.md,"No common-task return: 13 paper-derived mechanics pass controlled checks, but the debate-generated factor programs, library, prompts, thresholds, validation/correction traces, fitted models, predictions, holdings, and returns are unavailable. No attributable score formula exists.","Fresh search finds only two unaffiliated post-paper skills and no DOI-linked release. JKP can evaluate disclosed factors but cannot infer the missing debate output, while the local narrative proxy has no FactorMAD method or result lineage."
M066,CensusORlNmZrawUMu,AlphaAgentEvo: Evolution-Oriented Alpha Mining via Self-Evolving Agentic Reinforcement Learning,SYS-ALPHA-AGENT-EVO,closed_not_evaluable,not_evaluable,False,False,paper_only_underspecified,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M066_alphaagentevo/recipe.json,,,,,paper_runs/us_jkp_headline/M066_alphaagentevo/verdict.md,"No common-task return: the accepted paper specifies a self-evolving agentic RL miner but releases no accessible supplement, author code, learned checkpoint, offspring factor, score, holdings, or result arrays. Two later third-party candidates materially diverge and lack author attribution.","The listed supplement remains 404 and the OpenReview API returns 403; no alternative author release exists. JKP can evaluate a disclosed alpha but cannot infer the missing learned policy or offspring formulas, and the third-party candidates are not faithful substitutes."
M067,CensusORziuTkKhgT0,RAPTOR: Reasoned Agentic Portfolio Trading with Orchestrated Rebalancing,SYS-RAPTOR,closed_not_evaluable,not_evaluable,False,False,public_code_available,,,,,,,,,,,,,,,,,paper_runs/us_jkp_headline/M067_raptor/recipe.json,,,,,paper_runs/us_jkp_headline/M067_raptor/verdict.md,"No common-task return: 166 author snapshots, 18 author-output scalar results, 29/42 verified scalars across all routes, and three raster curves provide strong output evidence, but the paper-time multimodal inputs, agent views, full actions/blackboard, and runnable backtest are absent. Output replay is not a transferable policy.","The author heads remain unchanged and still lack the missing price/API inputs and full decision traces. JKP cannot reconstruct multi-agent views, while extrapolating one 2025 output path or January decisions across the common history would fabricate actions."
