paper_table,item,metric,statistic,display_cell_id,unique_measurement_id,paper_value,native_reproduced_value,status,paper_result_credit
Table 2 main MLE-Bench,R&D-Agent/GPT-5,gold,sem,Table 2 main MLE-Bench/R&D-Agent/GPT-5/gold/sem,Table 2 main MLE-Bench/R&D-Agent/GPT-5/gold/sem,0.9,,not_reproduced_no_released_paper_run_artifact,False
Table 2 main MLE-Bench,R&D-Agent/GPT-5,any_medal,mean,Table 2 main MLE-Bench/R&D-Agent/GPT-5/any_medal/mean,summary/rd_gpt5/all/mean,35.1,,not_reproduced_no_released_paper_run_artifact,False
Table 2 main MLE-Bench,R&D-Agent/GPT-5,any_medal,sem,Table 2 main MLE-Bench/R&D-Agent/GPT-5/any_medal/sem,summary/rd_gpt5/all/sem,0.4,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,full,avg_loops,mean,Table 3 research ablation/full/avg_loops/mean,Table 3 research ablation/full/avg_loops/mean,45.9,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,full,avg_loops,sem,Table 3 research ablation/full/avg_loops/sem,Table 3 research ablation/full/avg_loops/sem,2.2,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_planning,avg_loops,reported,Table 3 research ablation/without_planning/avg_loops/reported,Table 3 research ablation/without_planning/avg_loops/reported,48.4,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_exploration_path,avg_loops,reported,Table 3 research ablation/without_exploration_path/avg_loops/reported,Table 3 research ablation/without_exploration_path/avg_loops/reported,19.4,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_reasoning,avg_loops,reported,Table 3 research ablation/without_reasoning/avg_loops/reported,Table 3 research ablation/without_reasoning/avg_loops/reported,55.3,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_memory,avg_loops,reported,Table 3 research ablation/without_memory/avg_loops/reported,Table 3 research ablation/without_memory/avg_loops/reported,44,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,full,improve_rate,mean,Table 3 research ablation/full/improve_rate/mean,Table 3 research ablation/full/improve_rate/mean,41.1,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,full,improve_rate,sem,Table 3 research ablation/full/improve_rate/sem,Table 3 research ablation/full/improve_rate/sem,0.4,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_planning,improve_rate,reported,Table 3 research ablation/without_planning/improve_rate/reported,Table 3 research ablation/without_planning/improve_rate/reported,39.4,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_exploration_path,improve_rate,reported,Table 3 research ablation/without_exploration_path/improve_rate/reported,Table 3 research ablation/without_exploration_path/improve_rate/reported,40,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_reasoning,improve_rate,reported,Table 3 research ablation/without_reasoning/improve_rate/reported,Table 3 research ablation/without_reasoning/improve_rate/reported,23,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_memory,improve_rate,reported,Table 3 research ablation/without_memory/improve_rate/reported,Table 3 research ablation/without_memory/improve_rate/reported,40.9,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,full,first_medal_hours,mean,Table 3 research ablation/full/first_medal_hours/mean,Table 3 research ablation/full/first_medal_hours/mean,2.9,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,full,first_medal_hours,sem,Table 3 research ablation/full/first_medal_hours/sem,Table 3 research ablation/full/first_medal_hours/sem,0.1,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_planning,first_medal_hours,reported,Table 3 research ablation/without_planning/first_medal_hours/reported,Table 3 research ablation/without_planning/first_medal_hours/reported,1.7,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_exploration_path,first_medal_hours,reported,Table 3 research ablation/without_exploration_path/first_medal_hours/reported,Table 3 research ablation/without_exploration_path/first_medal_hours/reported,3,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_reasoning,first_medal_hours,reported,Table 3 research ablation/without_reasoning/first_medal_hours/reported,Table 3 research ablation/without_reasoning/first_medal_hours/reported,1.7,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_memory,first_medal_hours,reported,Table 3 research ablation/without_memory/first_medal_hours/reported,Table 3 research ablation/without_memory/first_medal_hours/reported,2,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,full,medal_rate,mean,Table 3 research ablation/full/medal_rate/mean,Table 3 research ablation/full/medal_rate/mean,65.8,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,full,medal_rate,sem,Table 3 research ablation/full/medal_rate/sem,Table 3 research ablation/full/medal_rate/sem,0.8,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_planning,medal_rate,reported,Table 3 research ablation/without_planning/medal_rate/reported,Table 3 research ablation/without_planning/medal_rate/reported,50,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_exploration_path,medal_rate,reported,Table 3 research ablation/without_exploration_path/medal_rate/reported,Table 3 research ablation/without_exploration_path/medal_rate/reported,47.5,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_reasoning,medal_rate,reported,Table 3 research ablation/without_reasoning/medal_rate/reported,Table 3 research ablation/without_reasoning/medal_rate/reported,50,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_memory,medal_rate,reported,Table 3 research ablation/without_memory/medal_rate/reported,Table 3 research ablation/without_memory/medal_rate/reported,60,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,full,any_medal,mean,Table 3 research ablation/full/any_medal/mean,summary/rd_gpt5/all/mean,35.1,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,full,any_medal,sem,Table 3 research ablation/full/any_medal/sem,summary/rd_gpt5/all/sem,0.4,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_planning,any_medal,reported,Table 3 research ablation/without_planning/any_medal/reported,Table 3 research ablation/without_planning/any_medal/reported,26.7,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_exploration_path,any_medal,reported,Table 3 research ablation/without_exploration_path/any_medal/reported,Table 3 research ablation/without_exploration_path/any_medal/reported,25.3,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_reasoning,any_medal,reported,Table 3 research ablation/without_reasoning/any_medal/reported,Table 3 research ablation/without_reasoning/any_medal/reported,26.7,,not_reproduced_no_released_paper_run_artifact,False
Table 3 research ablation,without_memory,any_medal,reported,Table 3 research ablation/without_memory/any_medal/reported,Table 3 research ablation/without_memory/any_medal/reported,32,,not_reproduced_no_released_paper_run_artifact,False
Table 4 RAG,baseline,low_lite,mean,Table 4 RAG/baseline/low_lite/mean,summary/rd_gpt5/low_lite/mean,68.2,,not_reproduced_no_released_paper_run_artifact,False
Table 4 RAG,baseline,medium,mean,Table 4 RAG/baseline/medium/mean,summary/rd_gpt5/medium/mean,21.1,,not_reproduced_no_released_paper_run_artifact,False
Table 4 RAG,baseline,high,mean,Table 4 RAG/baseline/high/mean,summary/rd_gpt5/high/mean,22.2,,not_reproduced_no_released_paper_run_artifact,False
Table 4 RAG,baseline,all,mean,Table 4 RAG/baseline/all/mean,summary/rd_gpt5/all/mean,35.1,,not_reproduced_no_released_paper_run_artifact,False
Table 4 RAG,with_RAG,low_lite,mean,Table 4 RAG/with_RAG/low_lite/mean,Table 4 RAG/with_RAG/low_lite/mean,54.6,,not_reproduced_no_released_paper_run_artifact,False
Table 4 RAG,with_RAG,medium,mean,Table 4 RAG/with_RAG/medium/mean,Table 4 RAG/with_RAG/medium/mean,21.1,,not_reproduced_no_released_paper_run_artifact,False
Table 4 RAG,with_RAG,high,mean,Table 4 RAG/with_RAG/high/mean,Table 4 RAG/with_RAG/high/mean,26.7,,not_reproduced_no_released_paper_run_artifact,False
Table 4 RAG,with_RAG,all,mean,Table 4 RAG/with_RAG/all/mean,Table 4 RAG/with_RAG/all/mean,32,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,MLAB/GPT-4o,runtime_hours,reported,Table 5 runtime and GPU/MLAB/GPT-4o/runtime_hours/reported,Table 5 runtime and GPU/MLAB/GPT-4o/runtime_hours/reported,24,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,OpenHands/GPT-4o,runtime_hours,reported,Table 5 runtime and GPU/OpenHands/GPT-4o/runtime_hours/reported,Table 5 runtime and GPU/OpenHands/GPT-4o/runtime_hours/reported,24,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,AIDE/GPT-4o,runtime_hours,reported,Table 5 runtime and GPU/AIDE/GPT-4o/runtime_hours/reported,Table 5 runtime and GPU/AIDE/GPT-4o/runtime_hours/reported,24,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,AIDE/o1-preview,runtime_hours,reported,Table 5 runtime and GPU/AIDE/o1-preview/runtime_hours/reported,Table 5 runtime and GPU/AIDE/o1-preview/runtime_hours/reported,24,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,ML-Master/Deepseek-R1,runtime_hours,reported,Table 5 runtime and GPU/ML-Master/Deepseek-R1/runtime_hours/reported,Table 5 runtime and GPU/ML-Master/Deepseek-R1/runtime_hours/reported,12,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,KompeteAI/Gemini-2.5-flash,runtime_hours,reported,Table 5 runtime and GPU/KompeteAI/Gemini-2.5-flash/runtime_hours/reported,Table 5 runtime and GPU/KompeteAI/Gemini-2.5-flash/runtime_hours/reported,6,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,MLE-STAR/Gemini-2.5-pro,runtime_hours,reported,Table 5 runtime and GPU/MLE-STAR/Gemini-2.5-pro/runtime_hours/reported,Table 5 runtime and GPU/MLE-STAR/Gemini-2.5-pro/runtime_hours/reported,24,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,MLE-STAR/Gemini-2.5-pro,gpu_count,reported,Table 5 runtime and GPU/MLE-STAR/Gemini-2.5-pro/gpu_count/reported,Table 5 runtime and GPU/MLE-STAR/Gemini-2.5-pro/gpu_count/reported,8,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,MLE-STAR/Gemini-2.0-flash,runtime_hours,reported,Table 5 runtime and GPU/MLE-STAR/Gemini-2.0-flash/runtime_hours/reported,Table 5 runtime and GPU/MLE-STAR/Gemini-2.0-flash/runtime_hours/reported,24,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,MLE-STAR/Gemini-2.0-flash,gpu_count,reported,Table 5 runtime and GPU/MLE-STAR/Gemini-2.0-flash/gpu_count/reported,Table 5 runtime and GPU/MLE-STAR/Gemini-2.0-flash/gpu_count/reported,8,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,AIRA/Greedy,runtime_hours,reported,Table 5 runtime and GPU/AIRA/Greedy/runtime_hours/reported,Table 5 runtime and GPU/AIRA/Greedy/runtime_hours/reported,24,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,AIRA/MCTS,runtime_hours,reported,Table 5 runtime and GPU/AIRA/MCTS/runtime_hours/reported,Table 5 runtime and GPU/AIRA/MCTS/runtime_hours/reported,24,,not_reproduced_no_released_paper_run_artifact,False
Table 5 runtime and GPU,R&D-Agent/GPT-5,runtime_hours,reported,Table 5 runtime and GPU/R&D-Agent/GPT-5/runtime_hours/reported,Table 5 runtime and GPU/R&D-Agent/GPT-5/runtime_hours/reported,12,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,InternAgent,runtime_hours,reported,Table 6 closed-source comparison/InternAgent/runtime_hours/reported,Table 6 closed-source comparison/InternAgent/runtime_hours/reported,12,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,InternAgent,low_lite,mean,Table 6 closed-source comparison/InternAgent/low_lite/mean,Table 6 closed-source comparison/InternAgent/low_lite/mean,62.1,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,InternAgent,low_lite,sem,Table 6 closed-source comparison/InternAgent/low_lite/sem,Table 6 closed-source comparison/InternAgent/low_lite/sem,3,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,InternAgent,medium,mean,Table 6 closed-source comparison/InternAgent/medium/mean,Table 6 closed-source comparison/InternAgent/medium/mean,26.3,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,InternAgent,medium,sem,Table 6 closed-source comparison/InternAgent/medium/sem,Table 6 closed-source comparison/InternAgent/medium/sem,2.6,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,InternAgent,high,mean,Table 6 closed-source comparison/InternAgent/high/mean,Table 6 closed-source comparison/InternAgent/high/mean,24.4,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,InternAgent,high,sem,Table 6 closed-source comparison/InternAgent/high/sem,Table 6 closed-source comparison/InternAgent/high/sem,2.2,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,InternAgent,all,mean,Table 6 closed-source comparison/InternAgent/all/mean,Table 6 closed-source comparison/InternAgent/all/mean,36.4,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,InternAgent,all,sem,Table 6 closed-source comparison/InternAgent/all/sem,Table 6 closed-source comparison/InternAgent/all/sem,1.2,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,Neo,runtime_hours,reported,Table 6 closed-source comparison/Neo/runtime_hours/reported,Table 6 closed-source comparison/Neo/runtime_hours/reported,36,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,Neo,low_lite,mean,Table 6 closed-source comparison/Neo/low_lite/mean,Table 6 closed-source comparison/Neo/low_lite/mean,48.5,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,Neo,low_lite,sem,Table 6 closed-source comparison/Neo/low_lite/sem,Table 6 closed-source comparison/Neo/low_lite/sem,1.5,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,Neo,medium,mean,Table 6 closed-source comparison/Neo/medium/mean,Table 6 closed-source comparison/Neo/medium/mean,29.8,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,Neo,medium,sem,Table 6 closed-source comparison/Neo/medium/sem,Table 6 closed-source comparison/Neo/medium/sem,2.3,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,Neo,high,mean,Table 6 closed-source comparison/Neo/high/mean,Table 6 closed-source comparison/Neo/high/mean,24.4,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,Neo,high,sem,Table 6 closed-source comparison/Neo/high/sem,Table 6 closed-source comparison/Neo/high/sem,2.2,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,Neo,all,mean,Table 6 closed-source comparison/Neo/all/mean,Table 6 closed-source comparison/Neo/all/mean,34.2,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,Neo,all,sem,Table 6 closed-source comparison/Neo/all/sem,Table 6 closed-source comparison/Neo/all/sem,0.9,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,R&D-Agent/GPT-5,runtime_hours,reported,Table 6 closed-source comparison/R&D-Agent/GPT-5/runtime_hours/reported,Table 6 closed-source comparison/R&D-Agent/GPT-5/runtime_hours/reported,12,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,R&D-Agent/GPT-5,low_lite,mean,Table 6 closed-source comparison/R&D-Agent/GPT-5/low_lite/mean,summary/rd_gpt5/low_lite/mean,68.2,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,R&D-Agent/GPT-5,low_lite,sem,Table 6 closed-source comparison/R&D-Agent/GPT-5/low_lite/sem,summary/rd_gpt5/low_lite/sem,2.6,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,R&D-Agent/GPT-5,medium,mean,Table 6 closed-source comparison/R&D-Agent/GPT-5/medium/mean,summary/rd_gpt5/medium/mean,21.1,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,R&D-Agent/GPT-5,medium,sem,Table 6 closed-source comparison/R&D-Agent/GPT-5/medium/sem,summary/rd_gpt5/medium/sem,1.5,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,R&D-Agent/GPT-5,high,mean,Table 6 closed-source comparison/R&D-Agent/GPT-5/high/mean,summary/rd_gpt5/high/mean,22.2,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,R&D-Agent/GPT-5,high,sem,Table 6 closed-source comparison/R&D-Agent/GPT-5/high/sem,summary/rd_gpt5/high/sem,2.2,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,R&D-Agent/GPT-5,all,mean,Table 6 closed-source comparison/R&D-Agent/GPT-5/all/mean,summary/rd_gpt5/all/mean,35.1,,not_reproduced_no_released_paper_run_artifact,False
Table 6 closed-source comparison,R&D-Agent/GPT-5,all,sem,Table 6 closed-source comparison/R&D-Agent/GPT-5/all/sem,summary/rd_gpt5/all/sem,0.4,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_1,valid_submission,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/valid_submission/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/valid_submission/raw_run,96,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_1,above_median,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/above_median/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/above_median/raw_run,45.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_1,bronze,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/bronze/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/bronze/raw_run,6.7,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_1,silver,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/silver/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/silver/raw_run,12,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_1,gold,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/gold/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/gold/raw_run,17.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_1,any_medal,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/any_medal/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_1/any_medal/raw_run,36,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_2,valid_submission,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/valid_submission/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/valid_submission/raw_run,96,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_2,above_median,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/above_median/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/above_median/raw_run,45.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_2,bronze,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/bronze/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/bronze/raw_run,4,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_2,silver,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/silver/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/silver/raw_run,13.4,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_2,gold,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/gold/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/gold/raw_run,17.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_2,any_medal,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/any_medal/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_2/any_medal/raw_run,34.7,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_3,valid_submission,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/valid_submission/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/valid_submission/raw_run,96,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_3,above_median,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/above_median/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/above_median/raw_run,45.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_3,bronze,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/bronze/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/bronze/raw_run,9.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_3,silver,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/silver/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/silver/raw_run,10.7,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_3,gold,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/gold/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/gold/raw_run,14.7,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/GPT-5/run_3,any_medal,raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/any_medal/raw_run,Table 7 raw main runs/R&D-Agent/GPT-5/run_3/any_medal/raw_run,34.7,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_1,valid_submission,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/valid_submission/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/valid_submission/raw_run,94.7,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_1,above_median,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/above_median/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/above_median/raw_run,45.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_1,bronze,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/bronze/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/bronze/raw_run,8,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_1,silver,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/silver/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/silver/raw_run,5.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_1,gold,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/gold/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/gold/raw_run,17.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_1,any_medal,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/any_medal/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_1/any_medal/raw_run,30.6,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_2,valid_submission,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/valid_submission/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/valid_submission/raw_run,93.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_2,above_median,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/above_median/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/above_median/raw_run,44,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_2,bronze,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/bronze/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/bronze/raw_run,5.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_2,silver,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/silver/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/silver/raw_run,8,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_2,gold,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/gold/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/gold/raw_run,16,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_2,any_medal,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/any_medal/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_2/any_medal/raw_run,29.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_3,valid_submission,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/valid_submission/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/valid_submission/raw_run,94.7,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_3,above_median,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/above_median/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/above_median/raw_run,45.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_3,bronze,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/bronze/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/bronze/raw_run,5.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_3,silver,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/silver/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/silver/raw_run,9.3,,not_reproduced_no_released_paper_run_artifact,False
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_3,gold,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/gold/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/gold/raw_run,14.7,,not_reproduced_no_released_paper_run_artifact,False
