paper_table,entity,market,period,metric,paper_value,cell_role,native_reproduced_value,absolute_difference,status,reason
3,APV-only memory,CSI500,aggregate,RankICIR,0.3993,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,APV-only memory,CSI500,aggregate,AR_pct,7.72,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,APV-only memory,CSI500,aggregate,Sharpe,0.3875,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,APV-only memory,S&P500,aggregate,ICIR,0.1718,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,APV-only memory,S&P500,aggregate,RankICIR,0.0243,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,APV-only memory,S&P500,aggregate,AR_pct,15.99,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,APV-only memory,S&P500,aggregate,Sharpe,0.6493,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (residual),CSI500,aggregate,ICIR,0.1104,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (residual),CSI500,aggregate,RankICIR,0.1808,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (residual),CSI500,aggregate,AR_pct,6.97,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (residual),CSI500,aggregate,Sharpe,0.3511,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (residual),S&P500,aggregate,ICIR,0.3434,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (residual),S&P500,aggregate,RankICIR,0.1984,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (residual),S&P500,aggregate,AR_pct,23.65,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (residual),S&P500,aggregate,Sharpe,1.0672,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
4,Balanced,,,warmup,200.0,configuration,200.0,0.0,configuration_match_active_official_runner,scripts/run_main.sh passes the same balanced operating-point value
4,Balanced,,,memory_weight,0.05,configuration,0.05,0.0,configuration_match_active_official_runner,scripts/run_main.sh passes the same balanced operating-point value
4,Balanced,,,motif_sample_size,4.0,configuration,4.0,0.0,configuration_match_active_official_runner,scripts/run_main.sh passes the same balanced operating-point value
4,Balanced,,,random_motif_probability,0.35,configuration,0.35,0.0,configuration_match_active_official_runner,scripts/run_main.sh passes the same balanced operating-point value
4,Residual,,,warmup,300.0,configuration,,,configuration_not_reproduced_by_released_diagnostic_runner,"parameter may be CLI-capable, but no exact paper diagnostic/seed runner is released"
4,Residual,,,memory_weight,0.05,configuration,,,configuration_not_reproduced_by_released_diagnostic_runner,"parameter may be CLI-capable, but no exact paper diagnostic/seed runner is released"
5,Search-ledger only,CSI500,aggregate,IC,0.0218,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,CSI500,aggregate,ICIR,0.2313,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,CSI500,aggregate,RankIC,0.0347,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,CSI500,aggregate,RankICIR,0.3707,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,CSI500,aggregate,AR_pct,7.0,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,CSI500,aggregate,MDD_pct,-30.63,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,CSI500,aggregate,Sharpe,0.3536,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,S&P500,aggregate,IC,0.0173,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,S&P500,aggregate,ICIR,0.1414,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,S&P500,aggregate,RankIC,0.0006,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,S&P500,aggregate,RankICIR,0.0044,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,S&P500,aggregate,AR_pct,13.8,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,S&P500,aggregate,MDD_pct,-26.83,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Search-ledger only,S&P500,aggregate,Sharpe,0.6282,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),CSI500,aggregate,IC,0.0401,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),CSI500,aggregate,ICIR,0.3462,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),CSI500,aggregate,RankIC,0.0496,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),CSI500,aggregate,RankICIR,0.4597,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),CSI500,aggregate,AR_pct,11.63,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),CSI500,aggregate,MDD_pct,-23.43,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),CSI500,aggregate,Sharpe,0.6109,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),S&P500,aggregate,IC,0.0288,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),S&P500,aggregate,ICIR,0.2406,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),S&P500,aggregate,RankIC,0.0144,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),S&P500,aggregate,RankICIR,0.1207,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),S&P500,aggregate,AR_pct,17.07,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),S&P500,aggregate,MDD_pct,-22.54,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (balanced),S&P500,aggregate,Sharpe,0.7743,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),CSI500,aggregate,IC,0.0101,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),CSI500,aggregate,ICIR,0.1104,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),CSI500,aggregate,RankIC,0.0165,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),CSI500,aggregate,RankICIR,0.1808,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),CSI500,aggregate,AR_pct,6.97,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),CSI500,aggregate,MDD_pct,-26.08,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),CSI500,aggregate,Sharpe,0.3511,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),S&P500,aggregate,IC,0.041,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),S&P500,aggregate,ICIR,0.3434,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),S&P500,aggregate,RankIC,0.0228,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),S&P500,aggregate,RankICIR,0.1984,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),S&P500,aggregate,AR_pct,23.65,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),S&P500,aggregate,MDD_pct,-23.62,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,AlphaMemo (residual),S&P500,aggregate,Sharpe,1.0672,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,CSI500,aggregate,IC,0.0138,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,CSI500,aggregate,ICIR,0.1455,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,CSI500,aggregate,RankIC,0.0295,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,CSI500,aggregate,RankICIR,0.2886,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,CSI500,aggregate,AR_pct,5.8,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,CSI500,aggregate,MDD_pct,-29.1,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,CSI500,aggregate,Sharpe,0.3011,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,S&P500,aggregate,IC,0.013,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,S&P500,aggregate,ICIR,0.1001,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,S&P500,aggregate,RankIC,-0.0039,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,S&P500,aggregate,RankICIR,-0.0299,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,S&P500,aggregate,AR_pct,17.09,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,S&P500,aggregate,MDD_pct,-22.64,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Weaker memory,S&P500,aggregate,Sharpe,0.7393,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,CSI500,aggregate,IC,0.0205,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,CSI500,aggregate,ICIR,0.2208,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,CSI500,aggregate,RankIC,0.0283,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,CSI500,aggregate,RankICIR,0.3454,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,CSI500,aggregate,AR_pct,11.57,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,CSI500,aggregate,MDD_pct,-26.27,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,CSI500,aggregate,Sharpe,0.5646,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,S&P500,aggregate,IC,0.0196,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,S&P500,aggregate,ICIR,0.1579,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,S&P500,aggregate,RankIC,0.0048,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,S&P500,aggregate,RankICIR,0.0402,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,S&P500,aggregate,AR_pct,16.2,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,S&P500,aggregate,MDD_pct,-25.19,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Stronger memory,S&P500,aggregate,Sharpe,0.7105,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,CSI500,aggregate,IC,0.0181,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,CSI500,aggregate,ICIR,0.2231,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,CSI500,aggregate,RankIC,0.0137,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,CSI500,aggregate,RankICIR,0.1708,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,CSI500,aggregate,AR_pct,8.57,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,CSI500,aggregate,MDD_pct,-32.39,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,CSI500,aggregate,Sharpe,0.3917,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,S&P500,aggregate,IC,0.0109,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,S&P500,aggregate,ICIR,0.0847,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,S&P500,aggregate,RankIC,-0.0008,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,S&P500,aggregate,RankICIR,-0.0061,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,S&P500,aggregate,AR_pct,15.6,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,S&P500,aggregate,MDD_pct,-23.58,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Late weak memory,S&P500,aggregate,Sharpe,0.6814,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",CSI500,aggregate,IC,0.0285,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",CSI500,aggregate,ICIR,0.2681,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",CSI500,aggregate,RankIC,0.0195,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",CSI500,aggregate,RankICIR,0.2329,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",CSI500,aggregate,AR_pct,10.39,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",CSI500,aggregate,MDD_pct,-28.8,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",CSI500,aggregate,Sharpe,0.4806,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",S&P500,aggregate,IC,0.0223,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",S&P500,aggregate,ICIR,0.1736,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",S&P500,aggregate,RankIC,-0.001,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",S&P500,aggregate,RankICIR,-0.0076,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",S&P500,aggregate,AR_pct,17.15,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",S&P500,aggregate,MDD_pct,-25.66,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Late weak memory, seed 2",S&P500,aggregate,Sharpe,0.7794,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,CSI500,aggregate,IC,0.022,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,CSI500,aggregate,ICIR,0.2405,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,CSI500,aggregate,RankIC,0.0363,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,CSI500,aggregate,RankICIR,0.3993,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,CSI500,aggregate,AR_pct,7.72,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,CSI500,aggregate,MDD_pct,-30.79,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,CSI500,aggregate,Sharpe,0.3875,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,S&P500,aggregate,IC,0.0242,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,S&P500,aggregate,ICIR,0.1718,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,S&P500,aggregate,RankIC,0.0035,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,S&P500,aggregate,RankICIR,0.0243,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,S&P500,aggregate,AR_pct,15.99,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,S&P500,aggregate,MDD_pct,-26.06,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,APV-only memory,S&P500,aggregate,Sharpe,0.6493,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",CSI500,aggregate,IC,0.0339,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",CSI500,aggregate,ICIR,0.3291,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",CSI500,aggregate,RankIC,0.049,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",CSI500,aggregate,RankICIR,0.5074,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",CSI500,aggregate,AR_pct,10.88,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",CSI500,aggregate,MDD_pct,-30.82,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",CSI500,aggregate,Sharpe,0.485,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",S&P500,aggregate,IC,0.0294,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",S&P500,aggregate,ICIR,0.2266,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",S&P500,aggregate,RankIC,0.0048,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",S&P500,aggregate,RankICIR,0.0384,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",S&P500,aggregate,AR_pct,19.37,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",S&P500,aggregate,MDD_pct,-24.82,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 180, weak memory",S&P500,aggregate,Sharpe,0.8605,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",CSI500,aggregate,IC,0.0155,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",CSI500,aggregate,ICIR,0.2043,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",CSI500,aggregate,RankIC,0.0089,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",CSI500,aggregate,RankICIR,0.1039,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",CSI500,aggregate,AR_pct,7.94,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",CSI500,aggregate,MDD_pct,-29.77,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",CSI500,aggregate,Sharpe,0.3863,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",S&P500,aggregate,IC,0.0308,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",S&P500,aggregate,ICIR,0.2322,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",S&P500,aggregate,RankIC,0.0102,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",S&P500,aggregate,RankICIR,0.0778,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",S&P500,aggregate,AR_pct,19.34,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",S&P500,aggregate,MDD_pct,-27.28,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,"Warmup 220, weak memory",S&P500,aggregate,Sharpe,0.8623,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Warmup 240,CSI500,aggregate,IC,0.015,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Warmup 240,CSI500,aggregate,ICIR,0.1828,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Warmup 240,CSI500,aggregate,RankIC,0.0213,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Warmup 240,CSI500,aggregate,RankICIR,0.2341,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Warmup 240,CSI500,aggregate,AR_pct,8.78,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Warmup 240,CSI500,aggregate,MDD_pct,-24.59,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Warmup 240,CSI500,aggregate,Sharpe,0.4504,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Warmup 240,S&P500,aggregate,IC,0.021,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Warmup 240,S&P500,aggregate,ICIR,0.1609,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
5,Warmup 240,S&P500,aggregate,RankIC,0.0026,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
