table,category,variant,asset_or_scope,metric,paper_value,cell_kind,factfin_system_output,duplicate_measurement_group,native_reproduced_value,paper_result_credit,status,note
overall_performance,Multi-Agents,HedgeAgents,AAPL,TR_pct,16.06,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,AAPL,SR,0.68,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,AAPL,MDD_pct,12.12,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,NVDA,TR_pct,54.09,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,NVDA,SR,1.1,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,NVDA,MDD_pct,28.39,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,TSLA,TR_pct,115.09,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,TSLA,SR,1.48,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,TSLA,MDD_pct,48.79,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,BYD,TR_pct,57.96,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,BYD,SR,1.49,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,BYD,MDD_pct,18.72,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,Tencent,TR_pct,66.31,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,Tencent,SR,1.85,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,Tencent,MDD_pct,17.67,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,Bitcoin,TR_pct,134.36,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,Bitcoin,SR,1.71,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,HedgeAgents,Bitcoin,MDD_pct,22.12,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,AAPL,TR_pct,21.76,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,AAPL,SR,0.81,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,AAPL,MDD_pct,21.54,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,NVDA,TR_pct,43.98,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,NVDA,SR,0.72,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,NVDA,MDD_pct,36.65,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,TSLA,TR_pct,96.32,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,TSLA,SR,1.34,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,TSLA,MDD_pct,49.99,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,BYD,TR_pct,38.49,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,BYD,SR,1.09,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,BYD,MDD_pct,20.53,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,Tencent,TR_pct,57.54,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,Tencent,SR,1.81,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,Tencent,MDD_pct,14.56,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,Bitcoin,TR_pct,109.18,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,Bitcoin,SR,1.51,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,FinRobot,Bitcoin,MDD_pct,21.67,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,AAPL,TR_pct,36.7,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,AAPL,SR,1.22,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,AAPL,MDD_pct,11.57,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,NVDA,TR_pct,71.34,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,NVDA,SR,1.29,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,NVDA,MDD_pct,24.25,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,TSLA,TR_pct,165.01,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,TSLA,SR,1.83,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,TSLA,MDD_pct,31.54,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,BYD,TR_pct,84.24,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,BYD,SR,2.09,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,BYD,MDD_pct,16.01,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,Tencent,TR_pct,81.37,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,Tencent,SR,2.31,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,Tencent,MDD_pct,14.14,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,Bitcoin,TR_pct,171.46,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,Bitcoin,SR,2.03,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Ours,FactFin,Bitcoin,MDD_pct,16.59,direct_result,True,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,AAPL,TR_pct,32.06,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,AAPL,SR,23.23,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,AAPL,MDD_pct,4.54,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,NVDA,TR_pct,20.34,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,NVDA,SR,10.26,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,NVDA,MDD_pct,6.69,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,TSLA,TR_pct,43.37,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,TSLA,SR,19.13,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,TSLA,MDD_pct,14.48,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,BYD,TR_pct,45.34,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,BYD,SR,40.27,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,BYD,MDD_pct,11.1,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,Tencent,TR_pct,22.71,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,Tencent,SR,24.86,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,Tencent,MDD_pct,2.88,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,Bitcoin,TR_pct,27.61,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,Bitcoin,SR,18.71,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance_improvement,Derived,Improvement,Bitcoin,MDD_pct,15.7,derived_comparison,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,AAPL,PC,0.8239,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,AAPL,CI,0.9011,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,AAPL,IDS,0.1851,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,NVDA,PC,0.9172,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,NVDA,CI,0.924,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,NVDA,IDS,0.1233,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,TSLA,PC,0.7587,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,TSLA,CI,0.8189,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,TSLA,IDS,0.2818,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,BYD,PC,0.8091,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,BYD,CI,0.8393,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,BYD,IDS,0.3014,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,Tencent,PC,0.7188,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,Tencent,CI,0.7596,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,Tencent,IDS,0.3316,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,Bitcoin,PC,0.6955,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,Bitcoin,CI,0.7277,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Market,FinGPT,Bitcoin,IDS,0.3513,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,AAPL,PC,0.8785,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,AAPL,CI,0.9288,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,AAPL,IDS,0.2127,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,NVDA,PC,0.8835,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,NVDA,CI,0.9113,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,NVDA,IDS,0.2139,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,TSLA,PC,0.8355,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,TSLA,CI,0.8681,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,TSLA,IDS,0.2425,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,BYD,PC,0.7802,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,BYD,CI,0.8123,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,BYD,IDS,0.3273,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,Tencent,PC,0.8425,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,Tencent,CI,0.8701,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,Tencent,IDS,0.2259,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,Bitcoin,PC,0.7872,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,Bitcoin,CI,0.8129,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,Fin-LLaMA,Bitcoin,IDS,0.2618,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,AAPL,PC,0.9187,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,AAPL,CI,0.9223,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,AAPL,IDS,0.1618,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,NVDA,PC,0.9213,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,NVDA,CI,0.9322,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,NVDA,IDS,0.1716,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,TSLA,PC,0.8527,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,TSLA,CI,0.8819,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,TSLA,IDS,0.2123,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,BYD,PC,0.8285,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,BYD,CI,0.8391,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,BYD,IDS,0.2517,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,Tencent,PC,0.8612,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,Tencent,CI,0.8908,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,Tencent,IDS,0.1959,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,Bitcoin,PC,0.8911,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,Bitcoin,CI,0.9121,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,Fin-LLM,InvestLM,Bitcoin,IDS,0.1537,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,AAPL,PC,0.8578,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,AAPL,CI,0.8662,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,AAPL,IDS,0.2531,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,NVDA,PC,0.8123,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,NVDA,CI,0.8235,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,NVDA,IDS,0.2809,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,TSLA,PC,0.7651,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,TSLA,CI,0.8032,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,TSLA,IDS,0.3014,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,BYD,PC,0.7912,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,BYD,CI,0.8073,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,BYD,IDS,0.2833,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,Tencent,PC,0.7716,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,Tencent,CI,0.8125,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,Tencent,IDS,0.3268,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,Bitcoin,PC,0.8235,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,Bitcoin,CI,0.8481,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinMem,Bitcoin,IDS,0.2918,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,AAPL,PC,0.7252,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,AAPL,CI,0.7316,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,AAPL,IDS,0.3402,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,NVDA,PC,0.7566,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,NVDA,CI,0.7907,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,NVDA,IDS,0.3825,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,TSLA,PC,0.7408,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,TSLA,CI,0.7524,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,TSLA,IDS,0.3635,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,BYD,PC,0.7395,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,BYD,CI,0.7735,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,BYD,IDS,0.3341,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,Tencent,PC,0.7219,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,Tencent,CI,0.7395,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,Tencent,IDS,0.3643,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
leakage_metrics,LLM-Agent,FinAgent,Bitcoin,PC,0.7574,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
