paper_table,family_or_setting,method,metric,paper_value,source_recomputed_value,absolute_error,display_tolerance,status,evidence
5,Single-Agent w/o RL,GPT-4o-mini,MSFT_arr_pct,43.42,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o-mini,NVDA_arr_pct,13.61,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o-mini,TSLA_arr_pct,-43.71,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o-mini,average_arr_pct,6.74,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o-mini,average_sr,0.25,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o-mini,average_mdd_pct,26.78,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o,GOOGL_arr_pct,-9.01,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o,META_arr_pct,57.18,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o,MSFT_arr_pct,19.39,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o,NVDA_arr_pct,17.6,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o,TSLA_arr_pct,-38.04,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o,average_arr_pct,9.42,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o,average_sr,0.25,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent w/o RL,GPT-4o,average_mdd_pct,28.27,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-3B,GOOGL_arr_pct,-14.68,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-3B,META_arr_pct,56.15,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-3B,MSFT_arr_pct,9.82,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-3B,NVDA_arr_pct,30.55,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-3B,TSLA_arr_pct,33.33,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-3B,average_arr_pct,23.03,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-3B,average_sr,0.43,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-3B,average_mdd_pct,25.16,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-7B,GOOGL_arr_pct,-2.52,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-7B,META_arr_pct,41.91,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-7B,MSFT_arr_pct,47.23,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-7B,NVDA_arr_pct,45.41,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-7B,TSLA_arr_pct,42.67,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-7B,average_arr_pct,34.94,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-7B,average_sr,0.65,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
5,Single-Agent + RL,AlphaQuanter-7B,average_mdd_pct,24.93,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
6,efficiency,TradingAgents-7B,average_tokens,27200.0,,,,unverifiable_missing_token_and_cost_logs,paper_value_only_no_shipped_rollouts_token_log_or_cost_ledger
6,efficiency,TradingAgents-7B,relative_cost,1.0,,,,unverifiable_missing_token_and_cost_logs,paper_value_only_no_shipped_rollouts_token_log_or_cost_ledger
6,efficiency,TradingAgents-7B,arr_pct,1.5,,,,unverifiable_missing_token_and_cost_logs,paper_value_only_no_shipped_rollouts_token_log_or_cost_ledger
6,efficiency,SingleAgent-7B,average_tokens,3100.0,,,,unverifiable_missing_token_and_cost_logs,paper_value_only_no_shipped_rollouts_token_log_or_cost_ledger
6,efficiency,SingleAgent-7B,relative_cost,0.11,,,,unverifiable_missing_token_and_cost_logs,paper_value_only_no_shipped_rollouts_token_log_or_cost_ledger
6,efficiency,SingleAgent-7B,arr_pct,4.49,,,,unverifiable_missing_token_and_cost_logs,paper_value_only_no_shipped_rollouts_token_log_or_cost_ledger
6,efficiency,AlphaQuanter-7B,average_tokens,4100.0,,,,unverifiable_missing_token_and_cost_logs,paper_value_only_no_shipped_rollouts_token_log_or_cost_ledger
6,efficiency,AlphaQuanter-7B,relative_cost,0.15,,,,unverifiable_missing_token_and_cost_logs,paper_value_only_no_shipped_rollouts_token_log_or_cost_ledger
6,efficiency,AlphaQuanter-7B,arr_pct,34.94,,,,unverifiable_missing_token_and_cost_logs,paper_value_only_no_shipped_rollouts_token_log_or_cost_ledger
7,human_faithfulness,MA,alignment,1.2,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,MA,grounding,1.24,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,MA,conciseness,1.03,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,MA,overall,1.157,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,SA,alignment,1.38,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,SA,grounding,1.18,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,SA,conciseness,1.32,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,SA,overall,1.293,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,SA+RL,alignment,1.7,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,SA+RL,grounding,1.28,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,SA+RL,conciseness,1.68,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
7,human_faithfulness,SA+RL,overall,1.557,,,,unverifiable_missing_ratings_and_sample,paper_value_only_no_shipped_50_item_sample_rater_scores_or_adjudication
8,ablation,AlphaQuanter-7B,average_arr_pct,34.94,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,AlphaQuanter-7B,average_sr,0.65,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,AlphaQuanter-7B,average_mdd_pct,24.93,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,w/o Rformat,average_arr_pct,16.36,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,w/o Rformat,average_sr,0.4,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,w/o Rformat,average_mdd_pct,26.49,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,w/o Rtool,average_arr_pct,19.9,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,w/o Rtool,average_sr,0.49,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,w/o Rtool,average_mdd_pct,24.08,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,theta +0.5pct,average_arr_pct,21.25,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,theta +0.5pct,average_sr,0.28,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,theta +0.5pct,average_mdd_pct,9.18,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,theta -0.5pct,average_arr_pct,20.23,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,theta -0.5pct,average_sr,0.43,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
8,ablation,theta -0.5pct,average_mdd_pct,32.67,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Market,B&H,GOOGL_arr_pct,-14.49,-16.532934661377794,2.042934661377794,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
10,Market,B&H,GOOGL_sr,-0.35,-0.2271327562049481,0.12286724379505187,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
10,Market,B&H,GOOGL_mdd_pct,27.35,29.80448591229396,2.4544859122939577,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
10,Market,B&H,META_arr_pct,45.64,49.25262452975643,3.612624529756431,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
10,Market,B&H,META_sr,1.25,0.7984244670915025,0.4515755329084975,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
10,Market,B&H,META_mdd_pct,31.59,34.1348278901564,2.5448278901564017,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
10,Market,B&H,MSFT_arr_pct,36.8,38.09831691870678,1.2983169187067816,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
10,Market,B&H,MSFT_sr,1.41,0.8657507390243233,0.5442492609756766,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
10,Market,B&H,MSFT_mdd_pct,18.79,20.553877885339485,1.763877885339486,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
10,Rule,MACD,GOOGL_arr_pct,-3.17,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,MACD,GOOGL_sr,-0.04,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,MACD,GOOGL_mdd_pct,14.14,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,MACD,META_arr_pct,46.82,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,MACD,META_sr,2.17,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,MACD,META_mdd_pct,12.51,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,MACD,MSFT_arr_pct,-9.58,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,MACD,MSFT_sr,-0.49,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,MACD,MSFT_mdd_pct,19.97,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,ZMR,GOOGL_arr_pct,-2.26,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,ZMR,GOOGL_sr,0.01,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,ZMR,GOOGL_mdd_pct,18.47,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,ZMR,META_arr_pct,-0.98,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,ZMR,META_sr,0.12,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,ZMR,META_mdd_pct,15.19,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,ZMR,MSFT_arr_pct,8.53,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,ZMR,MSFT_sr,0.56,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Rule,ZMR,MSFT_mdd_pct,9.59,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLA2C,GOOGL_arr_pct,-21.22,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLA2C,GOOGL_sr,-0.5,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLA2C,GOOGL_mdd_pct,29.8,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLA2C,META_arr_pct,43.41,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLA2C,META_sr,1.04,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLA2C,META_mdd_pct,34.14,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLA2C,MSFT_arr_pct,43.14,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLA2C,MSFT_sr,1.35,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLA2C,MSFT_mdd_pct,20.55,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLPPO,GOOGL_arr_pct,-19.77,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLPPO,GOOGL_sr,-0.43,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLPPO,GOOGL_mdd_pct,29.8,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLPPO,META_arr_pct,50.34,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLPPO,META_sr,1.15,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLPPO,META_mdd_pct,34.15,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLPPO,MSFT_arr_pct,43.9,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLPPO,MSFT_sr,1.36,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,RL,FinRLPPO,MSFT_mdd_pct,20.55,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LM,Chronos-2,GOOGL_arr_pct,19.07,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LM,Chronos-2,GOOGL_sr,0.6,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LM,Chronos-2,GOOGL_mdd_pct,19.43,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LM,Chronos-2,META_arr_pct,-12.61,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LM,Chronos-2,META_sr,-0.21,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LM,Chronos-2,META_mdd_pct,36.59,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LM,Chronos-2,MSFT_arr_pct,20.04,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LM,Chronos-2,MSFT_sr,0.64,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LM,Chronos-2,MSFT_mdd_pct,13.73,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,FinMem,GOOGL_arr_pct,-22.41,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,FinMem,GOOGL_sr,-0.38,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,FinMem,GOOGL_mdd_pct,29.8,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,FinMem,META_arr_pct,46.25,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,FinMem,META_sr,0.77,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,FinMem,META_mdd_pct,34.14,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,FinMem,MSFT_arr_pct,40.26,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,FinMem,MSFT_sr,0.9,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,FinMem,MSFT_mdd_pct,20.55,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,TradingAgents,GOOGL_arr_pct,-14.95,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,TradingAgents,GOOGL_sr,-0.29,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,TradingAgents,GOOGL_mdd_pct,25.93,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,TradingAgents,META_arr_pct,29.69,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,TradingAgents,META_sr,0.71,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,TradingAgents,META_mdd_pct,14.05,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,TradingAgents,MSFT_arr_pct,38.62,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,TradingAgents,MSFT_sr,0.9,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,LLM,TradingAgents,MSFT_mdd_pct,19.83,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-3B,GOOGL_arr_pct,1.73,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-3B,GOOGL_sr,0.1,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-3B,GOOGL_mdd_pct,5.52,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-3B,META_arr_pct,36.25,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-3B,META_sr,0.85,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-3B,META_mdd_pct,15.28,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-3B,MSFT_arr_pct,40.89,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-3B,MSFT_sr,1.06,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-3B,MSFT_mdd_pct,12.23,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-7B,GOOGL_arr_pct,9.33,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-7B,GOOGL_sr,1.38,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-7B,GOOGL_mdd_pct,1.4,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-7B,META_arr_pct,28.98,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-7B,META_sr,0.87,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-7B,META_mdd_pct,6.54,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-7B,MSFT_arr_pct,-4.5,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-7B,MSFT_sr,-1.05,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen2.5-7B,MSFT_mdd_pct,2.27,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen3-30B-A3B,GOOGL_arr_pct,-18.09,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen3-30B-A3B,GOOGL_sr,-0.46,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen3-30B-A3B,GOOGL_mdd_pct,26.36,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen3-30B-A3B,META_arr_pct,1.36,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen3-30B-A3B,META_sr,0.29,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen3-30B-A3B,META_mdd_pct,16.29,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen3-30B-A3B,MSFT_arr_pct,9.84,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen3-30B-A3B,MSFT_sr,0.42,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Qwen3-30B-A3B,MSFT_mdd_pct,15.88,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,DeepSeek-V3.1685B,GOOGL_arr_pct,-12.43,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,DeepSeek-V3.1685B,GOOGL_sr,-0.66,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,DeepSeek-V3.1685B,GOOGL_mdd_pct,12.01,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
