table_label,row_index,row_label,quantitative_column_index,printed_cell,unit_definition,source_document_recovered,raw_result_record_recovered,author_native_experiment_executed,published_result_regenerated,paper_result_credit,blocking_reason
tab:riskprofile,3,Rule Agent,5,0.00%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,3,Rule Agent,6,+0.000,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,4,Hawkish Agent,1,7.74%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,4,Hawkish Agent,2,0.57,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,4,Hawkish Agent,3,7.60%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,4,Hawkish Agent,4,0.56,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,4,Hawkish Agent,5,-0.14%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,4,Hawkish Agent,6,-0.010,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,5,Dovish Agent,1,7.61%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,5,Dovish Agent,2,0.56,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,5,Dovish Agent,3,7.76%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,5,Dovish Agent,4,0.57,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,5,Dovish Agent,5,+0.15%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,5,Dovish Agent,6,+0.010,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,6,Debate Agent,1,7.69%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,6,Debate Agent,2,0.57,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,6,Debate Agent,3,7.69%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,6,Debate Agent,4,0.57,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,6,Debate Agent,5,0.00%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,6,Debate Agent,6,-0.000,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,7,Inverse Vol.,1,6.68%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,7,Inverse Vol.,2,0.52,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,7,Inverse Vol.,3,6.68%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,7,Inverse Vol.,4,0.52,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,7,Inverse Vol.,5,0.00%,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,7,Inverse Vol.,6,+0.000,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,8,Hawkish Agent,1,+0.044,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,8,Hawkish Agent,2,+0.034,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,9,Dovish Agent,1,+0.034,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,9,Dovish Agent,2,+0.044,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,10,Debate Agent,1,+0.040,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
tab:riskprofile,10,Debate Agent,2,+0.040,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no public author pipeline, processed panel, generated contracts, exact data rows, immutable model snapshot, complete prompt/schema, raw returns/weights, bootstrap implementation/seed, or result generator; embedded figures also conflict with tables"
